C1,C2,C5,C8,C10,C11,C12,C16,C17,C20,C23,C25,C29,C30,C32,C36,C44,N2,N3,N4,N5,N7,N11,N12,N13,N14,N15,N16,N20,N21,N22,N24,N25,N27,N30,N31,SalePrice
20,RL,Reg,Inside,0mes,Norm,Norm,CompShg,MetalSd,TA,TA,No,TA,Y,TA,RFn,Normal,8400,5,6,1957,0,1314,1314,0,0,1314,1,3,1,5,1957,1,250,0,0,145000
20,RL,IR1,Inside,Crawfor,Norm,Norm,CompShg,Plywood,Gd,TA,Av,Gd,Y,Gd,RFn,Normal,16381,6,5,1969,312,1844,1844,0,0,1844,1,3,1,7,1969,2,0,0,0,223000
60,RL,Reg,Inside,Gilbert,Norm,Norm,CompShg,VinylSd,TA,Gd,No,Ex,Y,TA,RFn,Abnorml,8063,6,5,2000,0,924,948,742,0,1690,0,3,1,7,2000,2,100,0,0,181000
20,RL,IR1,Corner,0mes,Norm,Norm,CompShg,MetalSd,TA,TA,No,TA,Y,TA,RFn,Normal,10355,5,5,1967,196,1214,1214,0,0,1214,0,3,1,5,1967,1,0,0,0,143000
30,RM,Reg,Corner,BrkSide,Norm,Norm,CompShg,Wd Sdng,TA,TA,No,TA,N,TA,Unf,Normal,6180,6,5,1926,0,960,986,0,0,986,0,2,1,5,1926,1,0,0,0,102000
75,RL,Reg,Inside,Crawfor,Norm,Norm,CompShg,MetalSd,TA,TA,No,Gd,Y,TA,Unf,Normal,7128,7,5,1941,0,918,918,728,0,1646,0,4,1,7,1941,1,0,0,126,164000
50,RL,Reg,Inside,Edwards,Norm,Norm,CompShg,MetalSd,TA,TA,No,Ex,Y,TA,Unf,Normal,8172,4,6,1954,0,941,997,473,0,1470,0,4,1,7,1958,1,0,0,156,135000
60,RL,IR1,Corner,NWAmes,PosA,Norm,CompShg,HdBoard,TA,TA,Mn,TA,Y,Gd,Unf,Normal,11029,6,7,1968,220,1054,1512,1142,0,2654,1,4,1,9,1968,2,0,0,222,250000
190,RL,Reg,Inside,0mes,Norm,Norm,CompShg,HdBoard,TA,TA,Gd,TA,Y,TA,RFn,Normal,10382,6,5,1958,105,588,1095,0,0,1095,1,2,1,6,1958,1,0,0,0,140000
20,RL,IR1,Inside,NoRidge,Norm,Norm,CompShg,BrkFace,Gd,Gd,No,Ex,Y,Gd,RFn,Normal,12692,8,5,1992,0,3200,3228,0,0,3228,1,4,1,10,1992,2,264,0,0,430000
20,RL,Reg,Inside,0mes,Norm,Norm,CompShg,VinylSd,TA,TA,No,Gd,Y,Gd,RFn,Normal,7200,5,8,1950,0,864,864,0,0,864,1,3,1,5,1980,2,194,0,0,129000
20,RL,IR1,FR2,Somerst,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Ex,RFn,Partial,12274,7,5,2008,256,1417,1428,0,0,1428,0,3,1,6,2008,2,0,0,0,227680
20,RL,Reg,Inside,0mes,Norm,Norm,CompShg,Plywood,TA,TA,No,TA,Y,Ex,RFn,Abnorml,8973,5,7,1958,85,1008,1053,0,0,1053,0,3,1,6,1998,2,0,180,0,150000
20,RL,Reg,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,Av,Ex,Y,Gd,RFn,Normal,9135,7,5,2002,113,1536,1536,0,0,1536,1,3,1,7,2002,2,192,0,0,214000
20,RL,IR1,CulDSac,Mitchel,Norm,Norm,CompShg,HdBoard,TA,TA,No,TA,Y,TA,Unf,Normal,26142,5,7,1962,189,1188,1188,0,0,1188,0,3,1,6,1962,1,261,0,0,157900
70,RL,Reg,Inside,Crawfor,Norm,Norm,CompShg,BrkFace,TA,Gd,Mn,TA,Y,TA,Unf,Alloca,12168,8,6,1934,0,965,1940,1254,0,3194,0,4,1,10,1934,2,0,0,0,359100
50,RM,Reg,Inside,OldTown,Norm,Norm,CompShg,Wd Sdng,TA,TA,No,TA,Y,TA,Unf,Normal,5700,7,7,1926,0,572,572,539,0,1111,0,2,1,5,1982,1,0,0,0,116900
160,RL,Reg,FR2,NPkVill,Norm,Norm,CompShg,Plywood,TA,Gd,No,TA,Y,TA,Unf,Normal,2280,6,6,1976,0,855,855,601,0,1456,0,3,1,7,1976,2,87,0,0,148500
60,RL,IR2,Inside,Gilbert,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,Fin,Normal,12589,6,5,2005,0,742,742,742,0,1484,0,3,1,8,2005,2,36,0,0,174000
50,RM,Reg,Inside,BrkSide,Norm,Norm,CompShg,AsbShng,TA,TA,No,Ex,Y,Gd,Unf,Normal,6120,4,7,1935,0,884,989,584,0,1573,0,3,1,6,1935,1,0,0,120,133000
20,RL,IR1,Corner,CollgCr,Norm,Norm,CompShg,VinylSd,TA,Gd,No,Ex,Y,Gd,RFn,Normal,10402,7,5,2009,0,1226,1226,0,0,1226,0,3,1,6,2009,3,0,0,0,198900
70,RM,Reg,Inside,OldTown,Norm,Norm,CompShg,VinylSd,TA,Fa,No,Gd,Y,TA,Unf,Normal,7740,4,7,1910,0,622,741,622,0,1363,0,3,1,6,1966,2,0,0,168,125500
80,RL,IR1,Inside,NWAmes,Norm,Norm,CompShg,MetalSd,TA,TA,No,Gd,Y,Gd,RFn,Normal,10192,7,6,1968,143,570,1222,698,0,1920,0,4,1,8,1968,2,0,0,0,170000
20,RL,IR1,Inside,CollgCr,Norm,Norm,CompShg,HdBoard,TA,Gd,Gd,TA,Y,TA,Unf,Normal,9920,5,6,1969,0,971,971,0,0,971,0,3,1,5,1969,1,0,0,0,128500
20,RL,Reg,Inside,0mes,Norm,Norm,CompShg,HdBoard,TA,TA,No,TA,Y,TA,RFn,Normal,7150,5,5,1967,60,892,892,0,0,892,0,3,1,5,1967,1,0,0,0,100000
20,RL,IR1,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,Av,Ex,Y,Gd,RFn,Partial,11210,7,5,2005,240,1614,1614,0,0,1614,0,3,1,7,2005,3,144,0,0,221500
80,RL,Reg,FR2,Veenker,Feedr,Norm,CompShg,Plywood,Gd,TA,No,Ex,Y,TA,RFn,Normal,9600,6,7,1976,360,528,1094,761,0,1855,0,3,1,7,1976,2,113,0,0,187000
90,RL,Reg,Inside,SawyerW,Norm,Norm,CompShg,Plywood,TA,No,No,TA,Y,TA,Unf,Alloca,7018,5,5,1979,0,0,1535,0,0,1535,0,4,2,8,1979,2,0,0,0,118858
160,RM,Reg,Inside,BrDale,Norm,Norm,CompShg,HdBoard,TA,TA,No,TA,Y,TA,Unf,Normal,1869,6,6,1970,127,483,483,504,0,987,0,2,1,5,1987,1,0,0,0,106000
60,FV,Reg,Inside,Somerst,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,RFn,Normal,7500,7,5,2000,0,814,814,860,0,1674,1,3,1,7,2000,2,0,0,0,216000
120,RL,IR1,Inside,NPkVill,Norm,Norm,CompShg,Plywood,TA,Gd,No,TA,Y,TA,RFn,Normal,4928,6,5,1976,0,1078,958,0,0,958,0,2,1,5,1977,2,0,0,0,128000
20,RL,IR1,Corner,Sawyer,Feedr,Norm,CompShg,Plywood,TA,TA,No,Ex,Y,TA,Unf,Normal,9991,4,4,1976,0,1281,1620,0,0,1620,1,3,1,8,1993,2,120,0,0,150000
120,RM,Reg,FR2,Mitchel,Norm,Norm,CompShg,VinylSd,TA,Ex,No,Ex,Y,TA,Fin,Normal,4500,6,5,1998,320,1204,1204,0,0,1204,1,2,1,5,1998,2,0,0,0,162000
20,RM,Reg,Inside,OldTown,Norm,Norm,CompShg,MetalSd,Fa,Fa,No,TA,N,TA,Unf,Normal,6000,4,4,1953,0,936,936,0,0,936,0,2,1,4,1974,2,0,0,0,93000
50,C (all),Reg,Inside,IDOTRR,Norm,Norm,CompShg,MetalSd,TA,TA,Mn,Gd,Y,TA,RFn,Abnorml,8712,4,7,1900,0,859,859,319,0,1178,0,2,1,7,1964,1,68,0,0,102776
20,RL,IR2,FR2,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,Av,Ex,Y,Gd,Fin,Normal,10635,8,5,2003,171,1657,1668,0,0,1668,1,3,1,8,2003,2,0,0,0,232000
120,RL,Reg,Inside,StoneBr,Norm,Norm,CompShg,CemntBd,Gd,Gd,Mn,Ex,Y,Gd,Fin,Normal,4920,8,5,2001,0,1338,1338,0,0,1338,1,2,1,6,2001,2,0,0,0,213500
90,RL,Reg,Inside,Sawyer,Feedr,Norm,CompShg,Plywood,TA,Gd,Av,TA,Y,TA,Unf,Alloca,12900,4,4,1969,0,1198,1258,0,0,1258,2,0,2,6,1969,2,120,0,0,108959
20,RL,Reg,Corner,CollgCr,Norm,Norm,CompShg,VinylSd,TA,TA,No,TA,Y,TA,Unf,Abnorml,9800,5,7,1972,0,894,894,0,0,894,1,3,1,5,1975,2,256,0,0,149900
75,RL,Reg,Inside,SWISU,Norm,Norm,CompShg,Wd Sdng,TA,TA,No,Ex,Y,Gd,Unf,Normal,8400,5,8,1939,0,720,1052,720,420,2192,0,4,1,8,1939,1,262,0,0,179500
50,RL,IR1,Corner,NWAmes,Norm,Norm,CompShg,HdBoard,Gd,Gd,No,Gd,Y,Gd,Unf,Normal,13837,7,5,1988,178,1204,1377,806,0,2183,0,4,1,9,1988,3,0,0,0,229000
60,FV,Reg,Inside,Somerst,Norm,Norm,CompShg,VinylSd,TA,Gd,No,Ex,Y,Gd,RFn,Partial,8640,7,5,2009,0,900,932,920,0,1852,1,3,1,7,2009,2,168,0,0,252678
30,RM,Reg,Inside,IDOTRR,Norm,Norm,CompShg,Wd Sdng,TA,TA,No,Ex,N,TA,Unf,Abnorml,8765,4,6,1936,0,951,951,0,0,951,0,2,1,6,1936,1,0,0,0,106500
20,C (all),Reg,Inside,IDOTRR,Norm,Norm,CompShg,AsbShng,TA,TA,Av,TA,N,TA,Unf,Abnorml,9000,2,3,1949,0,480,480,0,0,480,1,1,1,4,1958,1,0,0,0,35311
160,RL,Reg,Inside,NPkVill,Norm,Norm,CompShg,Plywood,TA,TA,No,TA,Y,TA,Unf,Normal,2289,6,6,1978,0,855,855,586,0,1441,0,3,1,7,1978,2,28,0,0,148500
50,RL,Reg,Inside,Edwards,Norm,Norm,CompShg,Stucco,TA,TA,No,Gd,Y,Fa,Unf,Normal,8248,5,7,1918,0,686,686,564,0,1250,0,3,1,7,1955,1,207,0,0,116000
90,RL,Reg,Inside,0mes,Norm,Norm,CompShg,Stucco,TA,No,No,Fa,N,TA,Unf,Normal,8544,3,4,1949,340,0,1040,0,0,1040,0,2,2,6,1949,2,0,0,0,87500
60,FV,Reg,Inside,Somerst,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,Fin,Normal,9375,7,5,2003,0,912,912,1182,0,2094,0,4,1,8,2003,2,182,0,0,263000
50,RL,IR1,Inside,Crawfor,Norm,Norm,CompShg,MetalSd,Gd,TA,No,Ex,Y,TA,Unf,Normal,9600,5,7,1940,0,728,976,332,0,1308,1,2,1,7,1940,1,0,0,0,160000
80,RL,IR1,CulDSac,Mitchel,Norm,Norm,CompShg,HdBoard,TA,TA,Av,TA,Y,TA,Unf,Normal,7937,6,6,1984,0,1003,1003,0,0,1003,1,3,1,6,1984,2,120,0,0,142500
20,RL,IR1,Inside,Timber,Norm,Norm,CompShg,HdBoard,TA,Gd,No,Gd,Y,Gd,Unf,Normal,13811,6,6,1987,72,1112,1137,0,0,1137,1,2,1,5,1987,2,125,0,0,176000
20,RL,Reg,Inside,0mes,Norm,Norm,CompShg,Wd Sdng,TA,TA,No,Gd,Y,TA,Unf,Normal,10200,5,7,1954,104,1086,1086,0,0,1086,1,3,1,6,1989,2,0,0,0,144900
60,RL,Reg,Inside,0mes,Norm,Norm,CompShg,HdBoard,TA,TA,No,TA,Y,TA,Unf,Normal,13600,7,6,1965,176,768,1186,800,0,1986,0,3,1,7,1965,2,0,0,189,205000
50,RM,Reg,Corner,IDOTRR,Norm,Norm,CompShg,Stucco,TA,TA,No,Ex,Y,TA,Unf,Normal,7758,7,4,1931,600,1040,1226,592,0,1818,0,4,1,7,1951,1,0,0,184,169500
20,RL,IR1,Corner,0mes,Norm,Norm,CompShg,Plywood,TA,TA,No,TA,Y,TA,Unf,Normal,10530,6,5,1971,0,981,981,0,0,981,1,3,1,5,1979,2,0,0,0,143250
80,RL,IR1,CulDSac,Edwards,Norm,Norm,Tar&Grv,Plywood,Gd,Gd,Av,TA,Y,Gd,Unf,Alloca,19690,6,7,1966,0,697,1575,626,0,2201,0,4,1,8,1966,2,586,0,0,274970
20,RL,Reg,Corner,Sawyer,Norm,Norm,CompShg,Wd Sdng,TA,TA,No,Ex,Y,TA,RFn,Normal,13125,5,4,1957,67,1134,1803,0,0,1803,1,3,1,8,1957,2,0,0,0,155000
50,RL,Reg,Corner,Edwards,Norm,Norm,CompShg,Wd Sdng,TA,TA,Mn,Gd,Y,Gd,Unf,Normal,12354,6,8,1920,0,684,684,512,0,1196,0,3,1,7,2005,2,0,0,0,110000
120,RL,Reg,Inside,Blmngtn,Norm,Norm,CompShg,VinylSd,Gd,Gd,Gd,Ex,Y,Gd,Fin,Normal,3013,7,5,2005,145,1362,1506,0,0,1506,0,2,1,6,2005,2,142,0,0,213490
20,RL,Reg,Inside,0mes,Norm,Norm,CompShg,HdBoard,TA,TA,No,TA,Y,TA,Unf,Abnorml,8500,5,3,1961,203,1235,1235,0,0,1235,0,2,1,6,1961,2,0,0,0,98600
20,RL,IR1,Corner,0mes,Norm,Norm,CompShg,WdShing,TA,TA,No,TA,Y,TA,Unf,Normal,7100,5,7,1957,0,816,816,0,0,816,1,2,1,5,1957,1,0,0,0,129900
20,RL,IR1,CulDSac,Sawyer,Norm,Norm,CompShg,HdBoard,TA,TA,No,TA,Y,TA,Unf,Normal,13526,5,6,1965,114,935,935,0,0,935,1,3,1,5,1965,1,180,0,0,137000
20,RL,IR1,Inside,Mitchel,Norm,Norm,CompShg,HdBoard,TA,Gd,Av,TA,Y,TA,Unf,Normal,8885,5,5,1983,0,864,902,0,0,902,1,2,1,5,1983,2,164,0,0,131000
90,RL,Reg,Inside,SawyerW,Norm,Norm,CompShg,HdBoard,TA,No,No,TA,Y,TA,Unf,Alloca,7018,5,5,1979,0,0,1535,0,0,1535,0,4,2,8,1979,2,0,0,0,118964
20,RL,Reg,Inside,NridgHt,Norm,Norm,CompShg,VinylSd,Ex,Ex,No,Ex,Y,Gd,Fin,Partial,12030,8,5,2007,254,1694,1694,0,0,1694,0,3,1,7,2007,3,168,0,0,318000
160,RL,Reg,Inside,NridgHt,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,RFn,Normal,2628,7,5,2003,106,764,764,862,0,1626,0,2,1,6,2003,2,0,0,0,175500
90,RL,IR1,Inside,Edwards,Norm,Norm,CompShg,MetalSd,TA,Gd,Gd,TA,Y,TA,No,Abnorml,7711,4,3,1977,0,1440,1440,0,0,1440,2,4,2,8,0,0,321,0,0,150000
60,RL,Reg,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,Mn,Ex,Y,Gd,RFn,Partial,8760,7,5,2006,0,1391,1391,571,0,1962,0,3,1,7,2006,3,0,0,0,239799
120,RM,IR1,Inside,Crawfor,Norm,Norm,CompShg,CemntBd,Ex,Ex,Gd,Ex,Y,Gd,Fin,Partial,5587,8,5,2008,186,1600,1652,0,0,1652,1,2,1,5,2008,2,162,153,0,392500
50,RL,IR1,Inside,Mitchel,Norm,Norm,CompShg,VinylSd,TA,Gd,No,Ex,Y,TA,Unf,Normal,14115,5,5,1993,0,796,796,566,0,1362,1,1,1,5,1993,2,40,320,0,143000
120,FV,Reg,Corner,Somerst,Norm,Norm,CompShg,VinylSd,Gd,Ex,No,Ex,Y,Gd,RFn,Partial,4230,7,5,2006,0,1352,1352,0,0,1352,0,2,1,5,2006,2,0,0,0,208900
60,RL,Reg,Inside,Gilbert,RRAn,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,Fin,Partial,10237,6,5,2005,0,783,783,701,0,1484,0,3,1,8,2005,2,0,0,0,178900
20,RL,Reg,Inside,SawyerW,RRAe,Norm,CompShg,VinylSd,TA,TA,No,Ex,Y,Gd,Unf,Normal,13695,5,5,2004,0,1114,1114,0,0,1114,1,3,1,6,2004,2,0,0,0,159000
50,RM,Reg,Inside,IDOTRR,Norm,Norm,CompShg,AsbShng,TA,TA,No,Gd,Y,TA,Unf,Normal,6060,4,5,1939,0,732,772,351,0,1123,0,3,1,4,1979,1,0,0,0,100000
60,RL,IR2,CulDSac,NoRidge,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,RFn,Normal,46589,8,7,1994,528,1629,1686,762,0,2448,1,4,1,8,1994,3,517,0,0,402000
60,RL,IR1,Inside,Gilbert,RRAn,Norm,CompShg,VinylSd,Gd,Gd,Av,Ex,Y,Gd,Fin,Normal,15384,7,5,2004,0,788,788,702,0,1490,1,3,1,8,2004,2,100,0,0,184000
20,RL,Reg,Corner,Mitchel,Norm,Norm,CompShg,HdBoard,TA,TA,Gd,TA,Y,TA,Unf,Normal,8314,5,7,1982,0,816,816,0,0,816,0,2,1,5,1982,1,168,0,0,124500
60,RL,IR1,Corner,Gilbert,Norm,Norm,CompShg,VinylSd,TA,Gd,No,Ex,Y,TA,Fin,Normal,10839,6,5,1997,0,926,926,678,0,1604,0,3,1,7,1997,2,0,0,0,181000
120,RM,Reg,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,Gd,Ex,Y,Gd,Fin,Normal,4438,6,5,2004,169,848,848,0,0,848,1,1,1,4,2004,2,140,0,0,144500
20,RL,Reg,Corner,0mes,Norm,Norm,CompShg,HdBoard,TA,TA,No,TA,Y,TA,RFn,Normal,9477,5,5,1966,65,864,892,0,0,892,0,3,1,5,1966,1,0,0,0,110000
50,RL,Reg,Corner,OldTown,Artery,Norm,CompShg,CBlock,Fa,TA,No,Ex,Y,TA,Fin,Normal,5400,4,6,1920,0,840,840,534,0,1374,0,2,1,6,1967,1,0,0,0,105000
70,RL,Reg,Inside,Crawfor,Norm,Norm,CompShg,Stucco,TA,Fa,No,Gd,Y,TA,Unf,Normal,7588,7,6,1920,0,793,901,901,0,1802,0,4,1,9,1920,1,0,0,0,200100
50,RL,IR1,Inside,BrkSide,RRAn,Feedr,CompShg,AsbShng,TA,Fa,No,Gd,Y,TA,Unf,Normal,7438,5,8,1908,0,504,936,316,0,1252,0,3,1,5,1986,2,104,0,0,127000
50,RL,Reg,Inside,SWISU,Norm,Norm,CompShg,MetalSd,TA,TA,No,Ex,Y,TA,Unf,Normal,10480,6,5,1936,0,1064,1166,0,473,1639,0,3,1,6,1936,1,0,0,0,115000
20,RL,IR1,Inside,0mes,Norm,Norm,CompShg,MetalSd,TA,TA,No,TA,Y,TA,Unf,Normal,8750,5,6,1970,76,1002,1002,0,0,1002,1,3,1,5,1973,2,0,0,0,148500
190,RL,Reg,Inside,OldTown,Norm,Norm,CompShg,MetalSd,TA,No,No,TA,N,TA,No,Normal,10800,4,7,1900,0,0,694,600,0,1294,0,3,2,7,0,0,220,0,0,106250
90,RL,IR1,Corner,NWAmes,Feedr,RRAn,CompShg,VinylSd,TA,TA,No,Fa,Y,TA,Unf,Normal,11500,5,6,1976,164,1680,1680,0,0,1680,0,4,2,8,1976,2,0,0,0,136905
50,RL,Reg,Inside,SWISU,Norm,Norm,CompShg,BrkFace,TA,TA,No,TA,Y,Gd,Unf,Normal,5000,5,6,1924,0,1026,1026,665,0,1691,0,3,1,6,1924,1,0,0,0,127000
20,RL,IR1,Inside,0mes,Norm,Norm,CompShg,MetalSd,TA,TA,No,Ex,Y,TA,Unf,Normal,8593,4,6,1957,0,907,907,0,0,907,0,3,1,5,1964,1,0,0,0,109008
90,RL,Reg,Inside,Sawyer,Norm,Norm,CompShg,HdBoard,TA,TA,No,TA,N,TA,No,Normal,10778,4,5,1968,0,1768,1768,0,0,1768,0,4,2,8,0,0,0,0,0,136500
50,RL,Reg,Inside,SWISU,Norm,Norm,CompShg,Wd Sdng,TA,TA,No,Ex,Y,TA,No,Normal,6000,5,5,1926,0,1008,1008,0,514,1522,0,4,1,7,0,0,0,0,0,102000
60,RL,IR3,Inside,Gilbert,RRAn,Norm,CompShg,VinylSd,Gd,Gd,Av,Ex,Y,TA,Fin,Normal,21930,5,5,2005,0,732,734,1104,0,1838,0,4,1,7,2005,2,100,0,0,192140
20,RL,Reg,Inside,Edwards,Norm,Norm,CompShg,MetalSd,TA,TA,No,Ex,Y,Ex,Unf,Normal,7800,5,8,1948,0,896,1112,896,0,2008,1,3,1,8,1948,1,103,0,0,225000
160,RM,Reg,Inside,BrDale,Norm,Norm,CompShg,CemntBd,TA,TA,No,TA,Y,TA,Unf,Normal,1680,5,7,1972,268,630,630,672,0,1302,0,3,1,6,1972,1,185,0,0,119500
30,RL,Reg,Inside,BrkSide,Norm,Norm,CompShg,Wd Sdng,TA,TA,No,Fa,N,Fa,Unf,Normal,8854,6,6,1916,0,952,952,0,0,952,0,2,1,4,1916,1,0,0,40,121000
30,RL,Reg,Inside,BrkSide,Norm,Norm,CompShg,VinylSd,Fa,TA,No,Gd,Y,Fa,No,Normal,5330,4,7,1940,0,420,708,0,0,708,0,2,1,5,0,0,164,0,0,82500
60,RL,IR2,FR2,NoRidge,Norm,Norm,CompShg,HdBoard,Gd,Gd,No,Ex,Y,Gd,Fin,Normal,29959,7,6,1994,0,973,979,871,0,1850,0,3,1,7,1994,2,168,0,0,248000
160,FV,Reg,Inside,Somerst,Norm,Norm,CompShg,MetalSd,Gd,Gd,No,Ex,Y,Gd,Unf,Normal,2160,7,5,1999,212,600,624,628,0,1252,1,2,1,4,1999,2,0,0,0,160000
20,RL,IR1,Inside,0mes,Norm,Norm,CompShg,HdBoard,TA,TA,No,TA,Y,TA,Unf,Normal,9758,5,5,1971,0,950,950,0,0,950,0,3,1,5,1981,1,0,0,0,119500
90,RM,Reg,Inside,OldTown,Norm,Norm,CompShg,MetalSd,TA,Gd,Gd,TA,Y,TA,Unf,Normal,7200,5,5,1980,180,936,936,0,0,936,1,2,1,4,1980,2,49,0,0,140000
70,RL,Reg,Inside,Crawfor,Norm,Norm,CompShg,Wd Sdng,TA,Gd,Mn,Gd,Y,TA,Unf,Normal,13132,5,5,1914,0,747,892,892,0,1784,0,4,1,9,1914,1,203,0,0,138887
60,RL,Reg,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,RFn,Normal,9473,8,5,2002,0,1128,1128,903,0,2031,1,3,1,7,2002,2,0,0,0,237000
20,RL,Reg,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,Mn,Ex,Y,Gd,RFn,Normal,8450,7,5,2003,0,1337,1337,0,0,1337,1,3,1,6,2003,2,0,0,0,185000
120,RL,Reg,Inside,Blmngtn,Norm,Norm,CompShg,VinylSd,Gd,Gd,Gd,Ex,Y,Gd,Fin,Normal,3196,7,5,2003,18,1374,1557,0,0,1557,0,2,1,7,2003,2,143,0,0,234000
60,RL,Reg,Inside,SawyerW,Norm,Norm,CompShg,HdBoard,Gd,Gd,No,Ex,Y,Gd,Unf,Normal,9317,7,5,1993,137,740,1006,769,0,1775,1,3,1,7,1993,2,234,0,0,213000
120,RM,Reg,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,Gd,Ex,Y,Gd,RFn,Normal,4426,6,5,2004,147,848,848,0,0,848,1,1,1,3,2004,2,149,0,0,141000
85,RL,Reg,Corner,CollgCr,Norm,Norm,CompShg,HdBoard,TA,Gd,Av,TA,Y,TA,Unf,Normal,8445,5,7,1972,0,768,768,0,0,768,1,2,1,5,1988,2,58,0,0,133000
60,RL,IR1,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,RFn,Normal,10316,7,5,2000,0,992,992,873,0,1865,1,3,1,7,2000,3,0,0,0,235000
50,RM,Reg,Inside,OldTown,Norm,Norm,CompShg,Stucco,TA,Fa,No,TA,Y,TA,Unf,Normal,4400,6,8,1920,0,648,734,384,0,1118,0,2,1,6,1990,2,0,0,0,116000
160,RM,Reg,Inside,MeadowV,Norm,Norm,CompShg,CemntBd,TA,Gd,Mn,TA,Y,TA,Fin,Normal,2665,5,6,1976,0,264,616,688,0,1304,0,3,1,4,1976,1,141,0,0,115000
50,RL,Reg,Inside,Edwards,Norm,Norm,CompShg,MetalSd,TA,Fa,No,Gd,N,TA,Unf,Normal,11767,4,7,1910,0,560,796,550,0,1346,0,2,1,6,1950,1,168,0,0,112000
50,RM,Reg,Corner,IDOTRR,Norm,Norm,CompShg,Wd Sdng,TA,TA,No,Ex,Y,Gd,Unf,Normal,7200,5,6,1938,0,803,803,557,0,1360,0,2,1,6,1951,1,0,0,0,125500
50,RL,Reg,Corner,ClearCr,Norm,Norm,CompShg,BrkFace,Gd,TA,No,TA,Y,TA,Fin,Normal,15593,7,4,1953,0,1304,1304,983,0,2287,0,3,1,7,1953,2,0,0,0,225000
80,RL,Reg,Inside,0mes,Norm,Norm,CompShg,VinylSd,TA,TA,Av,TA,Y,TA,RFn,Normal,13400,5,5,1966,1047,1024,1086,0,0,1086,1,3,1,6,1966,2,0,0,0,159950
20,RL,Reg,Inside,Timber,Norm,Norm,CompShg,MetalSd,TA,TA,Gd,Gd,Y,TA,RFn,Normal,35133,5,4,1963,226,1572,1572,0,0,1572,1,3,1,5,1963,3,0,0,263,186700
60,RL,IR1,Inside,NridgHt,Norm,Norm,CompShg,WdShing,Ex,Ex,No,Ex,Y,Ex,Fin,Partial,11924,9,5,2005,286,1175,1182,1142,0,2324,1,4,1,11,2005,3,147,0,0,345000
90,RM,Reg,Inside,Sawyer,RRAe,Norm,CompShg,HdBoard,TA,TA,No,TA,Y,TA,Unf,Abnorml,9100,5,5,1963,336,1728,1728,0,0,1728,1,6,2,10,1963,2,0,0,0,125000
20,RL,Reg,Inside,Edwards,Norm,Norm,CompShg,VinylSd,TA,TA,No,Ex,Y,TA,RFn,Normal,17140,4,6,1956,0,1134,1229,0,0,1229,0,3,1,6,1956,1,0,0,0,135000
120,RL,Reg,Inside,Blmngtn,Norm,Norm,CompShg,VinylSd,Gd,Gd,Av,Ex,Y,Ex,Fin,Partial,3982,8,5,2006,0,1520,1567,0,0,1567,1,1,1,7,2006,3,312,0,0,264561
60,RL,IR1,Corner,ClearCr,Norm,Norm,CompShg,Plywood,Gd,Gd,No,TA,Y,TA,Unf,Normal,10029,6,5,1988,268,1151,1164,896,0,2060,0,4,1,8,1988,2,0,0,192,211000
20,RL,Reg,FR2,NridgHt,Norm,Norm,CompShg,CemntBd,Ex,Ex,Gd,Ex,Y,Ex,Fin,Normal,12456,10,5,2006,230,1700,1718,0,0,1718,1,3,1,7,2008,3,216,0,0,337500
20,RL,Reg,Inside,NridgHt,Norm,Norm,CompShg,VinylSd,Ex,Ex,Gd,Ex,Y,Ex,Fin,Normal,15431,10,5,2008,200,3094,2402,0,0,2402,1,2,1,10,2008,3,0,0,170,555000
20,RL,IR1,Corner,0mes,Feedr,Norm,CompShg,VinylSd,TA,TA,No,Ex,Y,TA,Unf,Normal,11988,6,6,1957,0,1244,1244,0,0,1244,0,3,1,6,1957,1,0,0,0,150000
20,RL,Reg,FR2,0mes,Norm,Norm,CompShg,HdBoard,TA,TA,No,TA,Y,TA,Unf,Normal,9000,4,6,1971,0,864,864,0,0,864,0,3,1,5,1974,2,0,0,0,120500
120,RL,Reg,Inside,Blmngtn,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,Fin,Normal,3182,7,5,2005,16,1346,1504,0,0,1504,0,1,1,7,2005,2,156,0,0,181000
